Invoice__BillDetails__Name,Invoice__BillDetails__Quantity,Invoice__BillDetails__Rate,Bussiness__Name,Bussiness__StreetAddress,Bussiness__City,Bussiness__Country,Bussiness__Zipcode,Invoice__Number,Invoice__IssueDate,Bussiness__Description,Customer__Name,Customer__Email,Customer__PhoneNumber,Customer__Address__line1,Customer__Address__line2,Invoice__Description,Invoice__Due_Date,Invoice__Tax
Ergonomic Metal Soap ,73,54,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,FR872290774839BQSM7IYG2JL13,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Willis Koelpin ,Willis_Koelpin4@yahoo.com ,783-402-5895 ,353 Cara Shoals ,Suchitlán ,tempor tempor mollit tempor id occaecat consequat id pariatur nulla ullamco deserunt non fugiat consectetur fugiat  ,18-06-2023,10
Sleek Granite Soap ,17,63,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,FR872290774839BQSM7IYG2JL13,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Willis Koelpin ,Willis_Koelpin4@yahoo.com ,783-402-5895 ,353 Cara Shoals ,Suchitlán ,tempor tempor mollit tempor id occaecat consequat id pariatur nulla ullamco deserunt non fugiat consectetur fugiat  ,18-06-2023,10
Fantastic Soft Cheese ,36,78,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,FR872290774839BQSM7IYG2JL13,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Willis Koelpin ,Willis_Koelpin4@yahoo.com ,783-402-5895 ,353 Cara Shoals ,Suchitlán ,tempor tempor mollit tempor id occaecat consequat id pariatur nulla ullamco deserunt non fugiat consectetur fugiat  ,18-06-2023,10
Gorgeous Fresh Salad ,9,45,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,FR872290774839BQSM7IYG2JL13,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Willis Koelpin ,Willis_Koelpin4@yahoo.com ,783-402-5895 ,353 Cara Shoals ,Suchitlán ,tempor tempor mollit tempor id occaecat consequat id pariatur nulla ullamco deserunt non fugiat consectetur fugiat  ,18-06-2023,10
Sleek Metal Pizza ,36,64,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,FR872290774839BQSM7IYG2JL13,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Willis Koelpin ,Willis_Koelpin4@yahoo.com ,783-402-5895 ,353 Cara Shoals ,Suchitlán ,tempor tempor mollit tempor id occaecat consequat id pariatur nulla ullamco deserunt non fugiat consectetur fugiat  ,18-06-2023,10
Ergonomic Rubber Salad ,42,99,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,FR872290774839BQSM7IYG2JL13,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Willis Koelpin ,Willis_Koelpin4@yahoo.com ,783-402-5895 ,353 Cara Shoals ,Suchitlán ,tempor tempor mollit tempor id occaecat consequat id pariatur nulla ullamco deserunt non fugiat consectetur fugiat  ,18-06-2023,10
Handmade Concrete Shirt ,130,35,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,FR872290774839BQSM7IYG2JL13,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Willis Koelpin ,Willis_Koelpin4@yahoo.com ,783-402-5895 ,353 Cara Shoals ,Suchitlán ,tempor tempor mollit tempor id occaecat consequat id pariatur nulla ullamco deserunt non fugiat consectetur fugiat  ,18-06-2023,10
Ergonomic Rubber Soap ,29,44,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,BH09CIYS4LN2CAPTR4WF8O,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Jill Schowalter ,Jill.Schowalter@gmail.com ,222-254-5978 ,68910 Ahmad Centers ,Vilaplana ,  id nostrud consectetur veniam veniam laborum  consequat laborum  ,24-06-2023,10
Rustic Steel Shoes ,60,50,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,BH09CIYS4LN2CAPTR4WF8O,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Jill Schowalter ,Jill.Schowalter@gmail.com ,222-254-5978 ,68910 Ahmad Centers ,Vilaplana ,  id nostrud consectetur veniam veniam laborum  consequat laborum  ,24-06-2023,10
Handcrafted Rubber Ball ,81,43,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,BH09CIYS4LN2CAPTR4WF8O,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Jill Schowalter ,Jill.Schowalter@gmail.com ,222-254-5978 ,68910 Ahmad Centers ,Vilaplana ,  id nostrud consectetur veniam veniam laborum  consequat laborum  ,24-06-2023,10
Handmade Steel Tuna ,34,40,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,BH09CIYS4LN2CAPTR4WF8O,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Jill Schowalter ,Jill.Schowalter@gmail.com ,222-254-5978 ,68910 Ahmad Centers ,Vilaplana ,  id nostrud consectetur veniam veniam laborum  consequat laborum  ,24-06-2023,10
Rustic Rubber Pizza ,63,93,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,BH09CIYS4LN2CAPTR4WF8O,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Jill Schowalter ,Jill.Schowalter@gmail.com ,222-254-5978 ,68910 Ahmad Centers ,Vilaplana ,  id nostrud consectetur veniam veniam laborum  consequat laborum  ,24-06-2023,10
Incredible Metal Soap ,63,83,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,BH09CIYS4LN2CAPTR4WF8O,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Jill Schowalter ,Jill.Schowalter@gmail.com ,222-254-5978 ,68910 Ahmad Centers ,Vilaplana ,  id nostrud consectetur veniam veniam laborum  consequat laborum  ,24-06-2023,10
Incredible Steel Hat ,55,12,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,BH09CIYS4LN2CAPTR4WF8O,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Jill Schowalter ,Jill.Schowalter@gmail.com ,222-254-5978 ,68910 Ahmad Centers ,Vilaplana ,  id nostrud consectetur veniam veniam laborum  consequat laborum  ,24-06-2023,10
Handcrafted Cotton Soap ,80,79,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,BH09CIYS4LN2CAPTR4WF8O,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Jill Schowalter ,Jill.Schowalter@gmail.com ,222-254-5978 ,68910 Ahmad Centers ,Vilaplana ,  id nostrud consectetur veniam veniam laborum  consequat laborum  ,24-06-2023,10
Sleek Metal Shirt ,13,61,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA",38556,MT10JMMO190261WIWDX4LF7SDF2KQYO Issue date 12-05-2023 ,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,anim et ullamco eiusmod est officia sunt pariatur do  ,27-06-2023,10
Incredible Concrete Hat ,14,76,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA",38556,MT10JMMO190261WIWDX4LF7SDF2KQYO Issue date 12-05-2023 ,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,anim et ullamco eiusmod est officia sunt pariatur do  ,27-06-2023,10
Gorgeous Fresh Computer ,31,47,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA",38556,MT10JMMO190261WIWDX4LF7SDF2KQYO Issue date 12-05-2023 ,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,anim et ullamco eiusmod est officia sunt pariatur do  ,27-06-2023,10
Handcrafted Granite Keyboard ,68,13,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA",38556,MT10JMMO190261WIWDX4LF7SDF2KQYO Issue date 12-05-2023 ,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,anim et ullamco eiusmod est officia sunt pariatur do  ,27-06-2023,10
Generic Concrete Soap ,43,79,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HU74909696370147167357339840,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,eiusmod est excepteur  voluptate exercitation sit irure  ea pariatur amet esse  laborum sit occaecat  ,27-06-2023,10
Unbranded Metal Mouse ,114,29,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HU74909696370147167357339840,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,eiusmod est excepteur  voluptate exercitation sit irure  ea pariatur amet esse  laborum sit occaecat  ,27-06-2023,10
Rustic Concrete Bacon ,81,16,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HU74909696370147167357339840,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,eiusmod est excepteur  voluptate exercitation sit irure  ea pariatur amet esse  laborum sit occaecat  ,27-06-2023,10
Practical Plastic Mouse ,99,81,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HU74909696370147167357339840,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,eiusmod est excepteur  voluptate exercitation sit irure  ea pariatur amet esse  laborum sit occaecat  ,27-06-2023,10
Handmade Steel Salad ,94,61,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HU74909696370147167357339840,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,eiusmod est excepteur  voluptate exercitation sit irure  ea pariatur amet esse  laborum sit occaecat  ,27-06-2023,10
Small Wooden Soap ,65,27,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HU74909696370147167357339840,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,eiusmod est excepteur  voluptate exercitation sit irure  ea pariatur amet esse  laborum sit occaecat  ,27-06-2023,10
Gorgeous Concrete Chair ,27,82,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,SI22681963519804739,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,  mollit elit ad sunt deserunt reprehenderit culpa anim do exercitation reprehenderit occaecat do  ,07-07-2023,10
Incredible Wooden Tuna ,68,64,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,SI22681963519804739,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,  mollit elit ad sunt deserunt reprehenderit culpa anim do exercitation reprehenderit occaecat do  ,07-07-2023,10
Small Metal Shoes ,108,26,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,SI22681963519804739,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,  mollit elit ad sunt deserunt reprehenderit culpa anim do exercitation reprehenderit occaecat do  ,07-07-2023,10
Incredible Soft Bacon ,107,50,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,SI22681963519804739,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,  mollit elit ad sunt deserunt reprehenderit culpa anim do exercitation reprehenderit occaecat do  ,07-07-2023,10
Unbranded Soft Table ,130,29,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,SI22681963519804739,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,  mollit elit ad sunt deserunt reprehenderit culpa anim do exercitation reprehenderit occaecat do  ,07-07-2023,10
Refined Plastic Ball ,57,78,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,SI22681963519804739,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,  mollit elit ad sunt deserunt reprehenderit culpa anim do exercitation reprehenderit occaecat do  ,07-07-2023,10
Tasty Cotton Car ,125,19,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA",38556,BI80984267236362,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,esse culpa ipsum esse  consectetur ipsum ullamco  consequat deserunt  ,15-06-2023,10
Licensed Steel Fish ,1,71,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA",38556,BI80984267236362,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,esse culpa ipsum esse  consectetur ipsum ullamco  consequat deserunt  ,15-06-2023,10
Practical Plastic Sausages ,75,86,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA",38556,BI80984267236362,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,esse culpa ipsum esse  consectetur ipsum ullamco  consequat deserunt  ,15-06-2023,10
Refined Granite Chicken ,92,88,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA",38556,BI80984267236362,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,esse culpa ipsum esse  consectetur ipsum ullamco  consequat deserunt  ,15-06-2023,10
Generic Cotton Bike ,123,18,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA",38556,BI80984267236362,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,esse culpa ipsum esse  consectetur ipsum ullamco  consequat deserunt  ,15-06-2023,10
Awesome Wooden Table ,79,29,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,DE86387936551412938756,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,  veniam aliqua labore excepteur velit fugiat do sint aliqua laborum consectetur culpa incididunt consequat in  ,05-07-2023,10
Ergonomic Metal Cheese ,25,77,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,DE86387936551412938756,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,  veniam aliqua labore excepteur velit fugiat do sint aliqua laborum consectetur culpa incididunt consequat in  ,05-07-2023,10
Gorgeous Granite Shoes ,27,12,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,DE86387936551412938756,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,  veniam aliqua labore excepteur velit fugiat do sint aliqua laborum consectetur culpa incididunt consequat in  ,05-07-2023,10
Tasty Cotton Chips ,73,63,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,DE86387936551412938756,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,  veniam aliqua labore excepteur velit fugiat do sint aliqua laborum consectetur culpa incididunt consequat in  ,05-07-2023,10
Unbranded Rubber Hat ,117,79,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,DE86387936551412938756,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,  veniam aliqua labore excepteur velit fugiat do sint aliqua laborum consectetur culpa incididunt consequat in  ,05-07-2023,10
Unbranded Soft Pizza ,83,63,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,LC17VZPD576879350529704623681613 Issue date 12-05-2023 ,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser,Terri.Ernser@yahoo.com,415-897-1517,231 Jayne,Fields Mwanza,voluptate tempor do culpa aute consequat laboris ex ea nulla Lorem enim nisi adipisicing nisi nisi duis esse ,18-06-2023,10
Generic Rubber Gloves ,46,83,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,LC17VZPD576879350529704623681613 Issue date 12-05-2023 ,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser,Terri.Ernser@yahoo.com,415-897-1517,231 Jayne,Fields Mwanza,voluptate tempor do culpa aute consequat laboris ex ea nulla Lorem enim nisi adipisicing nisi nisi duis esse ,18-06-2023,10
Fantastic Cotton Pizza ,8,29,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,LC17VZPD576879350529704623681613 Issue date 12-05-2023 ,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser,Terri.Ernser@yahoo.com,415-897-1517,231 Jayne,Fields Mwanza,voluptate tempor do culpa aute consequat laboris ex ea nulla Lorem enim nisi adipisicing nisi nisi duis esse ,18-06-2023,10
Handmade Cotton Cheese ,102,14,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,LC17VZPD576879350529704623681613 Issue date 12-05-2023 ,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser,Terri.Ernser@yahoo.com,415-897-1517,231 Jayne,Fields Mwanza,voluptate tempor do culpa aute consequat laboris ex ea nulla Lorem enim nisi adipisicing nisi nisi duis esse ,18-06-2023,10
Gorgeous Steel Keyboard ,86,62,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,LC17VZPD576879350529704623681613 Issue date 12-05-2023 ,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser,Terri.Ernser@yahoo.com,415-897-1517,231 Jayne,Fields Mwanza,voluptate tempor do culpa aute consequat laboris ex ea nulla Lorem enim nisi adipisicing nisi nisi duis esse ,18-06-2023,10
